Store Name,Phone Number,Address,Store Url,Longitude,Latitude,City
Palmdale - 20th Street,(661) 538-1857,"38360-B 20th St E
Palmdale, CA 93550",https://locations.99only.com/ca/palmdale/discount-store-326.html,-118.0919671,34.579026,Palmdale
Palmdale,(661) 273-9437,"442 West Avenue P
Palmdale, CA 93350",https://locations.99only.com/ca/palmdale/discount-store-109.html,-118.13906,34.59805,Palmdale
Paramount - Downey,(562) 272-6689,"15727 Downey Ave
Paramount, CA 90723",https://locations.99only.com/ca/paramount/discount-store-406.html,-118.1527755,33.8904001,Paramount
Pasadena - Colorado,(626) 356-2499,"1720 E. Colorado Blvd
Pasadena, CA 91106",https://locations.99only.com/ca/pasadena/discount-store-98.html,-118.1151025,34.1456324,Pasadena
Pasadena,(626) 356-0990,"442 N. Los Robles Ave
Pasadena, CA 91101",https://locations.99only.com/ca/pasadena/discount-store-7.html,-118.1404085,34.1534338,Pasadena
Pico Rivera,(562) 692-9992,"9535 Whittier Blvd
Pico Rivera, CA 90660",https://locations.99only.com/ca/picorivera/discount-store-31.html,-118.0746821,33.99783,Pico Rivera
Pinole,(510) 964-9906,"620 San Pablo Ave
Pinole, CA 94564",https://locations.99only.com/ca/pinole/discount-store-275.html,-122.3152692,38.0035999,Pinole
Placentia,(714) 993-6699,"1260 E. Yorba Linda Blvd
Placentia, CA 92870",https://locations.99only.com/ca/placentia/discount-store-122.html,-117.8400246,33.8874163,Placentia
Pomona - Arrow Hwy,(909) 624-9996,"602 East Arrow Hwy
Pomona, CA 91767",https://locations.99only.com/ca/pomona/discount-store-226.html,-117.7386659,34.0895682,Pomona
Pomona,(909) 620-9947,"606 E. Holt Ave
Pomona, CA 91767",https://locations.99only.com/ca/pomona/discount-store-82.html,-117.7390783,34.0618117,Pomona
Port Hueneme,(805) 984-8998,"2551 N. Ventura Rd
Port Hueneme, CA 93041",https://locations.99only.com/ca/porthueneme/discount-store-85.html,-119.1962057,34.1768977,Port Hueneme
Porterville,(559) 789-9912,"825 W. Henderson Ave
Porterville, CA 93257",https://locations.99only.com/ca/porterville/discount-store-162.html,-119.0357186,36.0791738,Porterville
Poway,(858) 679-7490,"12369 Poway Rd
Poway, CA 92064",https://locations.99only.com/ca/poway/discount-store-318.html,-117.0632228,32.9509348,Poway
Ramona,(760) 788-9999,"1326 Main St.
Ramona, CA 92065",https://locations.99only.com/ca/ramona/discount-store-382.html,-116.8739177,33.0385202,Ramona
Rancho Cordova,(916) 858-1499,"2868 Zinfandel Dr
Rancho Cordova, CA 95670",https://locations.99only.com/ca/ranchocordova/discount-store-160.html,-121.2892796,38.594089,Rancho Cordova
Rancho Cucamonga - Foothill,(909) 987-4285,"10848 Foothill Blvd
Rancho Cucamonga, CA 91730",https://locations.99only.com/ca/ranchocucamonga/discount-store-365.html,-117.5682032,34.1078664,Rancho Cucamonga
Rancho Cucamonga,(909) 980-1744,"9640 Baseline Rd
Rancho Cucamonga, CA 91701",https://locations.99only.com/ca/ranchocucamonga/discount-store-110.html,-117.5949356,34.1225466,Rancho Cucamonga
Redding,(530) 222-9999,"2611 Hilltop Dr
Redding, CA 96002",https://locations.99only.com/ca/redding/discount-store-190.html,-122.3575415,40.5697038,Redding
Redlands,(909) 798-4299,"1678 W. Redlands Blvd
Redlands, CA 92373",https://locations.99only.com/ca/redlands/discount-store-181.html,-117.2120547,34.0637032,Redlands
Redondo Beach,(310) 536-9221,"2701 Manhattan Beach Blvd
Redondo Beach, CA 90278",https://locations.99only.com/ca/redondobeach/discount-store-310.html,-118.3624299,33.8885475,Redondo Beach
Reseda,(818) 996-9867,"18215 Sherman Way
Reseda, CA 91335",https://locations.99only.com/ca/reseda/discount-store-47.html,-118.5299114,34.2020416,Reseda
Rialto - Baseline,(909) 421-1909,"212 W. Baseline Rd
Rialto, CA 92376",https://locations.99only.com/ca/rialto/discount-store-236.html,-117.3730776,34.1227842,Rialto
Rialto,(909) 875-9919,"1321 W. Foothill Blvd
Rialto, CA 92376",https://locations.99only.com/ca/rialto/discount-store-123.html,-117.3969914,34.1054926,Rialto
Richmond,(510) 262-0672,"3600 Klose Way
Richmond, CA 94806",https://locations.99only.com/ca/richmond/discount-store-297.html,-122.3179684,37.9825283,Richmond
Riverside - Magnolia / La Sierra,(951) 352-0534,"11160 Magnolia Ave
Riverside, CA 92505",https://locations.99only.com/ca/riverside/discount-store-431.html,-117.4767898,33.9017776,Riverside
Riverside - Van Buren,(951) 359-9990,"6230 Van Buren Blvd
Riverside, CA 92503",https://locations.99only.com/ca/riverside/discount-store-383.html,-117.455547,33.9444618,Riverside
Riverside - Limonite,(951) 681-5199,"8900 Limonite Ave
Riverside, CA 92509",https://locations.99only.com/ca/riverside/discount-store-285.html,-117.4777532,33.9746972,Riverside
Riverside - Magnolia,(951) 343-2293,"9915 Magnolia Ave
Riverside, CA 92503",https://locations.99only.com/ca/riverside/discount-store-134.html,-117.45518,33.9170068,Riverside
Riverside,(951) 248-9170,"3477 Arlington Ave
Riverside, CA 92506",https://locations.99only.com/ca/riverside/discount-store-104.html,-117.3867102,33.9471529,Riverside
Rohnert Park,(707) 588-8936,"415 Rohnert Park Expy
Rohnert Park, CA 94928",https://locations.99only.com/ca/rohnertpark/discount-store-358.html,-122.7191081,38.3465129,Rohnert Park
Roseville - Fairway,(916) 797-9999,"10261 Fairway Dr
Roseville, CA 95678",https://locations.99only.com/ca/roseville/discount-store-385.html,-121.2816807,38.787622,Roseville
Roseville - Douglas,(916) 797-8999,"1617 Douglas Blvd Suite 2
Roseville, CA 95661",https://locations.99only.com/ca/roseville/discount-store-331.html,-121.2642908,38.7454703,Roseville
Rowland Heights,(626) 839-0499,"19033 E. Colima Rd
Rowland Heights, CA 91748",https://locations.99only.com/ca/rowlandheights/discount-store-112.html,-117.8882887,33.9882724,Rowland Heights
Sacramento - Florin,(916) 393-2203,"4440 Florin Rd
Sacramento, CA 95823",https://locations.99only.com/ca/sacramento/discount-store-352.html,-121.4530276,38.4947732,Sacramento
Sacramento - Stockton,(916) 393-1784,"5930 Stockton Blvd
Sacramento, CA 95824",https://locations.99only.com/ca/sacramento/discount-store-237.html,-121.4412433,38.5184594,Sacramento
Sacramento - Folsom,(916) 386-9990,"8387 Folsom Blvd
Sacramento, CA 95826",https://locations.99only.com/ca/sacramento/discount-store-209.html,-121.3953446,38.5488821,Sacramento
Northgate,(916) 564-9954,"2351 Northgate Blvd
Sacramento, CA 95833",https://locations.99only.com/ca/sacramento/discount-store-183.html,-121.4772173,38.6093295,Sacramento
El Camino,(916) 614-9999,"2224 El Camino Ave
Sacramento, CA 95821",https://locations.99only.com/ca/sacramento/discount-store-175.html,-121.4137419,38.6098144,Sacramento
Sacramento - Elkhorn,(916) 344-4999,"4319 Elkhorn Blvd
Sacramento, CA 95842",https://locations.99only.com/ca/sacramento/discount-store-168.html,-121.3625614,38.69561,Sacramento
Salinas,(831) 751-3999,"102 E. Laurel Dr
Salinas, CA 93906",https://locations.99only.com/ca/salinas/discount-store-208.html,-121.6508584,36.6982184,Salinas
San Bernardino - Rio,(909) 425-1912,"2028 E Highland Ave
San Bernardino, CA 92404",https://locations.99only.com/ca/sanbernardino/discount-store-360.html,-117.2426661,34.1360529,San Bernardino
San Bernardino - Waterman,(909) 386-0142,"1003 N. Waterman Ave.
San Bernardino, CA 92410",https://locations.99only.com/ca/sanbernardino/discount-store-356.html,-117.2767049,34.1179555,San Bernardino
San Bernardino,(909) 888-4930,"975-A South E. St
San Bernardino, CA 92408",https://locations.99only.com/ca/sanbernardino/discount-store-68.html,-117.2926861,34.0833877,San Bernardino
San Clemente,(949) 498-9089,"55 Via Pico Plz
San Clemente, CA 92672",https://locations.99only.com/ca/sanclemente/discount-store-186.html,-117.62002,33.4360264,San Clemente
Mira Mesa,(858) 271-8655,"10765 Camino Ruiz Blvd
San Diego, CA 92126",https://locations.99only.com/ca/sandiego/discount-store-369.html,-117.142744,32.9147336,San Diego
San Diego - Market Street,(619) 238-2406,"2611 Market Street
San Diego, CA 92101",https://locations.99only.com/ca/sandiego/discount-store-287.html,-117.1377935,32.7112935,San Diego
San Diego - Marketplace,(619) 263-3090,"265 Marketplace Ave
San Diego, CA 92113",https://locations.99only.com/ca/sandiego/discount-store-212.html,-117.1000473,32.7029596,San Diego
San Diego - University,(619) 229-9279,"5931 University Ave
San Diego, CA 92115",https://locations.99only.com/ca/sandiego/discount-store-144.html,-117.0692488,32.7494904,San Diego
San Diego - Clairemont,(858) 483-3137,"4140 Clairemont Mesa Blvd
San Diego, CA 92117",https://locations.99only.com/ca/sandiego/discount-store-142.html,-117.2022827,32.830411,San Diego
San Diego,(619) 429-8999,"1862 Palm Ave
San Diego, CA 92154",https://locations.99only.com/ca/sandiego/discount-store-73.html,-117.0934743,32.5846273,San Diego
San Dimas,(909) 305-8919,"602 W Arrow Hwy
San Dimas, CA 91773",https://locations.99only.com/ca/sandimas/discount-store-343.html,-117.8189998,34.1035935,San Dimas
San Jose,(408) 971-1501,"1915 W. San Carlos St
San Jose, CA 95128",https://locations.99only.com/ca/sanjose/discount-store-270.html,-121.9292671,37.3237555,San Jose
San Leandro,(510) 351-0999,"699 Lewelling Boulevard
San Leandro, CA 94578",https://locations.99only.com/ca/sanleandro/discount-store-180.html,-122.1351291,37.6878718,San Leandro
San Luis Obispo,(805) 541-1036,"1308 Madonna Rd
San Luis Obispo, CA 93405",https://locations.99only.com/ca/sanluisobispo/discount-store-401.html,-120.6897691,35.2580627,San Luis Obispo
San Marcos,(760) 891-0972,"155 S. Rancho Sante Fe Rd
San Marcos, CA 92078",https://locations.99only.com/ca/sanmarcos/discount-store-307.html,-117.1988015,33.1470846,San Marcos
San Pedro,(310) 547-9999,"938 S. Gaffey St
San Pedro, CA 90731",https://locations.99only.com/ca/sanpedro/discount-store-45.html,-118.2920819,33.7354332,San Pedro
San Ysidro,(619) 690-0999,"121 Louisiana Ave
San Ysidro, CA 92173",https://locations.99only.com/ca/sanysidro/discount-store-99.html,-117.0381238,32.5498475,San Ysidro
Sanger,(559) 875-7026,"2680 Jensen Ave
Sanger, CA 93657",https://locations.99only.com/ca/sanger/discount-store-348.html,-119.5759846,36.7072754,Sanger
Santa Ana - Bristol,(714) 966-1919,"2311 S. Bristol St
Santa Ana, CA 92704",https://locations.99only.com/ca/santaana/discount-store-77.html,-117.8844042,33.7154917,Santa Ana
Santa Ana,(714) 541-7909,"1514 N. Main St
Santa Ana, CA 92701",https://locations.99only.com/ca/santaana/discount-store-39.html,-117.8678641,33.7583434,Santa Ana
Santa Barbara,(805) 965-4299,"424 State St
Santa Barbara, CA 93101",https://locations.99only.com/ca/santabarbara/discount-store-339.html,-119.6946927,34.4166803,Santa Barbara
Santa Fe Springs,(562) 864-4209,"11550 Telegraph Rd
Santa Fe Springs, CA 90670",https://locations.99only.com/ca/santafesprings/discount-store-363.html,-118.087486,33.9471863,Santa Fe Springs
Santa Maria - Broadway,(805) 739-9040,"1627 N. Broadway
Santa Maria, CA 93458",https://locations.99only.com/ca/santamaria/discount-store-351.html,-120.436583,34.968732,Santa Maria
Santa Maria,(805) 614-9193,"312 E. Betteravia Rd
Santa Maria, CA 93454",https://locations.99only.com/ca/santamaria/discount-store-140.html,-120.4321264,34.9207017,Santa Maria
Santa Monica,(310) 449-6939,"2801 Pico Blvd
Santa Monica, CA 90405",https://locations.99only.com/ca/santamonica/discount-store-35.html,-118.4604925,34.024626,Santa Monica
Santee - Mission Gorge,(619) 448-2565,"9751 Mission Gorge Rd
Santee, CA 92071",https://locations.99only.com/ca/santee/discount-store-415.html,-116.9851502,32.8372428,Santee
Simi Valley - Los Angeles Ave,(805) 955-9989,"1293B Los Angeles Ave
Simi Valley, CA 93065",https://locations.99only.com/ca/simivalley/discount-store-214.html,-118.7752754,34.2732522,Simi Valley
Sonora,(209) 694-0156,"740 Mono Way
Sonora, CA 95370",https://locations.99only.com/ca/sonora/discount-store-413.html,-120.3715635,37.974868,Sonora
S. El Monte - Durfee,(626) 575-7175,"2035 Durfee St
South El Monte, CA 91733",https://locations.99only.com/ca/southelmonte/discount-store-403.html,-118.0298762,34.0472292,South El Monte
Stockton - March Lane,(209) 478-2133,"1449 W. March Ln
Stockton, CA 95207",https://locations.99only.com/ca/stockton/discount-store-264.html,-121.3233346,37.9897927,Stockton
Stockton - Hammer Lane,(209) 956-4992,"1120 E. Hammer Ln
Stockton, CA 95210",https://locations.99only.com/ca/stockton/discount-store-177.html,-121.2978613,38.0193696,Stockton
Sun Valley,(818) 771-9316,"8437 Laurel Canyon Blvd
Sun Valley, CA 91352",https://locations.99only.com/ca/sunvalley/discount-store-399.html,-118.3982821,34.224329,Sun Valley
Sylmar - Gladstone,(818) 367-0461,"13237 Gladstone Ave
Sylmar, CA 91342",https://locations.99only.com/ca/sylmar/discount-store-422.html,-118.4297275,34.3114001,Sylmar
Temecula,(951) 296-1999,"40355 Winchester Rd
Temecula, CA 92591",https://locations.99only.com/ca/temecula/discount-store-334.html,-117.1517315,33.5332584,Temecula
Temple City,(626) 285-6888,"9565 Las Tunas Dr
Temple City, CA 91780",https://locations.99only.com/ca/templecity/discount-store-28.html,-118.0616297,34.1068232,Temple City
Thousand Oaks,(805) 492-4499,"950 E. Avenida de los Arboles
Thousand Oaks, CA 91360",https://locations.99only.com/ca/thousandoaks/discount-store-359.html,-118.8615986,34.2151787,Thousand Oaks
Torrance - 182nd Street,(310) 515-7629,"1820 W. 182nd St
Torrance, CA 90504",https://locations.99only.com/ca/torrance/discount-store-266.html,-118.3100422,33.8645752,Torrance
South Bay,(310) 793-6911,"5130 190th St
Torrance, CA 90504",https://locations.99only.com/ca/torrance/discount-store-65.html,-118.3669202,33.8581561,Torrance
Tracy - Grant Line,(209) 830-4324,"2888 W Grant Line Rd
Tracy, CA 95304",https://locations.99only.com/ca/tracy/discount-store-433.html,-121.4695184,37.7523169,Tracy
Tracy,(209) 839-9619,"1320 W. 11th St
Tracy, CA 95376",https://locations.99only.com/ca/tracy/discount-store-185.html,-121.4422254,37.7391972,Tracy
Tulare,(559) 686-9990,"1035 E. Prosperity Ave
Tulare, CA 93274",https://locations.99only.com/ca/tulare/discount-store-279.html,-119.3316592,36.2242205,Tulare
Turlock,(209) 632-6996,"701 N. Golden State Blvd
Turlock, CA 95380",https://locations.99only.com/ca/turlock/discount-store-188.html,-120.8515991,37.4992757,Turlock
Tustin - Red Hill,(714) 368-7401,"14551 Red Hill Ave
Tustin, CA 92780",https://locations.99only.com/ca/tustin/discount-store-425.html,-117.8226253,33.7276803,Tustin
Tustin,(714) 368-7428,"13721 Newport Ave
Tustin, CA 92780",https://locations.99only.com/ca/tustin/discount-store-384.html,-117.8203528,33.7418548,Tustin
Upland,(909) 946-5999,"229 E. Foothill Blvd
Upland, CA 91786",https://locations.99only.com/ca/upland/discount-store-107.html,-117.6481019,34.10706,Upland
Vacaville,(707) 446-9994,"551 Peabody Rd
Vacaville, CA 95687",https://locations.99only.com/ca/vacaville/discount-store-192.html,-121.9722906,38.3455222,Vacaville
Valencia,(661) 222-7660,"23300 Valencia Blvd
Valencia, CA 91355",https://locations.99only.com/ca/valencia/discount-store-330.html,-118.5452347,34.421452,Valencia
Vallejo - Sonoma,(707) 553-1083,"3684 Sonoma Blvd
Vallejo, CA 94590",https://locations.99only.com/ca/vallejo/discount-store-410.html,-122.2538234,38.1248284,Vallejo
Vallejo,(707) 553-8509,"42 Springstowne Center
Vallejo, CA 94591",https://locations.99only.com/ca/vallejo/discount-store-232.html,-122.2158396,38.1044467,Vallejo
Van Nuys,(818) 901-6590,"16107 Victory Blvd
Van Nuys, CA 91406",https://locations.99only.com/ca/vannuys/discount-store-450.html,-118.4850363,34.1870079,Van Nuys
Van Nuys,(818) 904-9996,"6755 Van Nuys Blvd
Van Nuys, CA 91405",https://locations.99only.com/ca/vannuys/discount-store-81.html,-118.4489349,34.1937993,Van Nuys
Ventura - Victoria,(805) 642-4071,"1425 South Victoria Ave
Ventura, CA 93003",https://locations.99only.com/ca/ventura/discount-store-213.html,-119.2132275,34.2616976,Ventura
Ventura,(805) 641-3999,"2709 E. Main St
Ventura, CA 93003",https://locations.99only.com/ca/ventura/discount-store-124.html,-119.2601473,34.2743125,Ventura
Victorville - Amargosa,(760) 243-9616,"12480 Amargosa Rd
Victorville, CA 92392",https://locations.99only.com/ca/victorville/discount-store-137.html,-117.3430092,34.4779465,Victorville
Victorville,(760) 962-9993,"14670 Seventh St
Victorville, CA 92395",https://locations.99only.com/ca/victorville/discount-store-93.html,-117.3127067,34.5182613,Victorville
Visalia,(559) 627-1699,"2701 S. Mooney Blvd
Visalia, CA 93277",https://locations.99only.com/ca/visalia/discount-store-155.html,-119.3153242,36.306585,Visalia
Vista,(760) 414-9749,"705 E. Vista Way
Vista, CA 92084",https://locations.99only.com/ca/vista/discount-store-244.html,-117.2353684,33.2070565,Vista
Wasco - Hwy 46,(661) 758-2040,"1304 Hwy 46
Wasco, CA 93280",https://locations.99only.com/ca/wasco/discount-store-402.html,-119.3416308,35.6023111,Wasco
West Covina - Amar,(626) 810-1569,"1516 Amar Rd
West Covina, CA 91792",https://locations.99only.com/ca/westcovina/discount-store-428.html,-117.9141443,34.0294197,West Covina
Whittier,(562) 947-9759,"15345 Whittier Blvd
Whittier, CA 90603",https://locations.99only.com/ca/whittier/discount-store-76.html,-117.9987547,33.946775,Whittier
Wilmington,(310) 952-9900,"401 W Anaheim St
Wilmington, CA 90744",https://locations.99only.com/ca/wilmington/discount-store-283.html,-118.2673385,33.7800475,Wilmington
Woodland Hills,(818) 999-5979,"19836 Ventura Blvd
Woodland Hills, CA 91364",https://locations.99only.com/ca/woodlandhills/discount-store-87.html,-118.5642234,34.1715144,Woodland Hills
Yuba City,(530) 673-3869,"830 Colusa Ave
Yuba City, CA 95991",https://locations.99only.com/ca/yubacity/discount-store-319.html,-121.6281654,39.1411102,Yuba City
Yucaipa,(909) 797-9089,"12013 5th St
Yucaipa, CA 92399",https://locations.99only.com/ca/yucaipa/discount-store-179.html,-117.0555029,34.0350724,Yucaipa
Yucca Valley - 29 Palms,(760) 365-8625,"57980 29 Palms Hwy
Yucca Valley, CA 92284",https://locations.99only.com/ca/yuccavalley/discount-store-390.html,-116.3996545,34.1294073,Yucca Valley
Apache Junction,(480) 983-9915,"3003 W. Apache Trail
Apache Junction, AZ 85120",https://locations.99only.com/az/apachejunction/discount-store-219.html,-111.5782244,33.413779,Apache Junction
Bullhead City - Hwy 46,(928) 704-0099,"3699 Highway 95
Bullhead City, AZ 86442",https://locations.99only.com/az/bullheadcity/discount-store-430.html,-114.5918998,35.0528237,Bullhead City
Casa Grande,(520) 876-9281,"1683 E. Florence Blvd
Casa Grande, AZ 85122",https://locations.99only.com/az/casagrande/discount-store-387.html,-111.7153996,32.8782385,Casa Grande
Chandler,(480) 899-8399,"1996 N. Alma School Rd
Chandler, AZ 85224",https://locations.99only.com/az/chandler/discount-store-167.html,-111.8608643,33.334679,Chandler
Douglas - 5th St,(520) 364-6454,"204 5th St
Suite D
Douglas, AZ 85607",https://locations.99only.com/az/douglas/discount-store-449.html,-109.5587434,31.3390485,Douglas
Gilbert,(480) 545-7999,"750 N. Gilbert Rd
Gilbert, AZ 85233",https://locations.99only.com/az/gilbert/discount-store-306.html,-111.7925806,33.3636775,Gilbert
Phoenix - 43rd Avenue,(602) 942-0598,"4240 W. Bell Rd
Glendale, AZ 85308",https://locations.99only.com/az/glendale/discount-store-322.html,-112.1505305,33.6408339,Glendale
Glendale - 67th Avenue,(623) 572-5299,"20165 N. 67th Ave
Glendale, AZ 85308",https://locations.99only.com/az/glendale/discount-store-207.html,-112.2016522,33.6649594,Glendale
Glendale (AZ),(623) 930-1112,"5340 W. Glendale Ave
Glendale, AZ 85301",https://locations.99only.com/az/glendale/discount-store-178.html,-112.1741811,33.5393014,Glendale
Goodyear,(623) 882-3399,"13540 W. Van Buren St
Goodyear, AZ 85338",https://locations.99only.com/az/goodyear/discount-store-231.html,-112.3508209,33.450992,Goodyear
Kingman,(928) 718-7199,"3140 Stockton Hill Rd.
Kingman, AZ 86401",https://locations.99only.com/az/kingman/discount-store-368.html,-114.0340271,35.2152166,Kingman
Lake Havasu City,(928) 505-3099,"1795 Kiowa Blvd
Lake Havasu, AZ 86403",https://locations.99only.com/az/lakehavasu/discount-store-314.html,-114.3515065,34.5033378,Lake Havasu
Laveen,(602) 237-7855,"3610 W. Baseline Rd
Laveen, AZ 85339",https://locations.99only.com/az/laveen/discount-store-373.html,-112.136408,33.3791032,Laveen
Maricopa,(520) 568-0079,"44515 W. Edison Rd
Maricopa, AZ 85138",https://locations.99only.com/az/maricopa/discount-store-367.html,-112.0464261,33.064366,Maricopa
Mesa - Gilbert,(480) 632-5733,"1045 S. Gilbert Rd
Mesa, AZ 85204",https://locations.99only.com/az/mesa/discount-store-426.html,-111.786898,33.3960107,Mesa
Mesa - Stapley,(480) 964-1494,"2009 N Stapley Dr
Mesa, AZ 85203",https://locations.99only.com/az/mesa/discount-store-419.html,-111.8038526,33.4521072,Mesa
Mesa - Power,(480) 985-1199,"2070 S. Power Rd
Mesa, AZ 85208",https://locations.99only.com/az/mesa/discount-store-324.html,-111.6879976,33.3782064,Mesa
Mesa - Main,(480) 396-2499,"4433 E. Main St
Mesa, AZ 85205",https://locations.99only.com/az/mesa/discount-store-163.html,-111.7351861,33.4141798,Mesa
Mesa - Country Club,(480) 827-0909,"1120 S. Country Club Dr
Mesa, AZ 85210",https://locations.99only.com/az/mesa/discount-store-145.html,-111.8418819,33.3949085,Mesa
Peoria,(623) 979-0599,"8375 W. Thunderbird Rd
Peoria, AZ 85381",https://locations.99only.com/az/peoria/discount-store-220.html,-112.23924,33.6085347,Peoria
Phoenix - Central Avenue,(602) 276-6993,"6018 S. Central Ave
Phoenix, AZ 85042",https://locations.99only.com/az/phoenix/discount-store-282.html,-112.0747811,33.3916291,Phoenix
Phoenix - 51st Avenue,(623) 846-9919,"5010 W. Indian School Rd
Phoenix, AZ 85031",https://locations.99only.com/az/phoenix/discount-store-225.html,-112.1665875,33.4963304,Phoenix
Phoenix - 12th Street,(602) 997-5999,"7830 N. 12th St
Phoenix, AZ 85020",https://locations.99only.com/az/phoenix/discount-store-223.html,-112.0583493,33.5520185,Phoenix
Phoenix - Tatum,(602) 953-0999,"12805 N. Tatum Blvd
Phoenix, AZ 85032",https://locations.99only.com/az/phoenix/discount-store-203.html,-111.9765435,33.6021495,Phoenix
Phoenix - Thomas,(623) 691-9992,"7620 W. Thomas Rd
Phoenix, AZ 85033",https://locations.99only.com/az/phoenix/discount-store-182.html,-112.2217582,33.4816262,Phoenix
Phoenix - Bell,(602) 996-7999,"2315 E. Bell Rd
Phoenix, AZ 85022",https://locations.99only.com/az/phoenix/discount-store-166.html,-112.0322671,33.6390459,Phoenix
Phoenix - Peoria,(602) 863-9929,"3518 W. Peoria Ave
Phoenix, AZ 85029",https://locations.99only.com/az/phoenix/discount-store-131.html,-112.1354766,33.5833307,Phoenix
Phoenix - Indian School,(602) 279-3499,"1240 Indian School Rd
Phoenix, AZ 85014",https://locations.99only.com/az/phoenix/discount-store-116.html,-112.0549959,33.4950599,Phoenix
Sahuarita,(520) 648-0276,"750 W. Calle Arroyo Sur
Sahuarita, AZ 85614",https://locations.99only.com/az/sahuarita/discount-store-243.html,-110.9811204,31.913204,Sahuarita
Scottsdale - Indian Bend,(480) 362-9293,"8950 E. Talking Stick Way
Scottsdale, AZ 85250",https://locations.99only.com/az/scottsdale/discount-store-388.html,-111.8892201,33.5403989,Scottsdale
Scottsdale - Thomas,(480) 946-7999,"7919 E. Thomas Rd.
Scottsdale, AZ 85251",https://locations.99only.com/az/scottsdale/discount-store-164.html,-111.9096963,33.478899,Scottsdale
Surprise,(623) 974-5929,"12801 W. Bell Rd
Surprise, AZ 85374",https://locations.99only.com/az/surprise/discount-store-161.html,-112.3370272,33.6371458,Surprise
Tempe - Southern,(480) 894-5220,"790 E. Southern Ave
Tempe, AZ 85282",https://locations.99only.com/az/tempe/discount-store-133.html,-111.9286812,33.393727,Tempe
Tucson - Oracle,(520) 887-3509,"4144 N. Oracle Rd
Tucson, AZ 85705",https://locations.99only.com/az/tucson/discount-store-312.html,-110.977177,32.282403,Tucson
Tucson - Marana,(520) 579-1699,"4160 W. Ina Rd
Tucson, AZ 85741",https://locations.99only.com/az/tucson/discount-store-222.html,-111.0544265,32.3385163,Tucson
Tucson - Golf Links,(520) 296-8999,"7125 E. Golf Links Rd
Tucson, AZ 85730",https://locations.99only.com/az/tucson/discount-store-206.html,-110.8395525,32.1933855,Tucson
Tucson - Valencia,(520) 889-7999,"1675 W. Valencia Blvd
Tucson, AZ 85746",https://locations.99only.com/az/tucson/discount-store-205.html,-111.0006801,32.1322397,Tucson
Yuma - Fortuna,(928) 305-9999,"11274 S Fortuna Rd
Yuma, AZ 85367",https://locations.99only.com/az/yuma/discount-store-366.html,-114.4451353,32.6679493,Yuma
Yuma - 4th Avenue,(928) 376-0999,"1701 S. 4th Ave
Yuma, AZ 85364",https://locations.99only.com/az/yuma/discount-store-242.html,-114.6235581,32.696118,Yuma
Boulder City,(702) 293-5280,"800 Buchanan Blvd
Boulder City, NV 89005",https://locations.99only.com/nv/bouldercity/discount-store-404.html,-114.8467083,35.972352,Boulder City
Carson City - William,(775) 883-5404,"2080 E. Williman St
Carson City, NV 89701",https://locations.99only.com/nv/carsoncity/discount-store-391.html,-119.7450018,39.1746128,Carson City
Henderson - Marks,(702) 898-9928,"520 Marks St. #C
Henderson, NV 89014",https://locations.99only.com/nv/henderson/discount-store-171.html,-115.0355707,36.0599995,Henderson
Henderson - Boulder,(702) 558-9919,"716 S Boulder Hwy
Henderson, NV 89015",https://locations.99only.com/nv/henderson/discount-store-344.html,-114.9690215,36.0309305,Henderson
Las Vegas - Eastern,(702) 617-1989,"9230 S. Eastern Ave
Henderson, NV 89052",https://locations.99only.com/nv/henderson/discount-store-147.html,-115.1169315,36.0216502,Henderson
Las Vegas - Eastern / Warm Springs,(702) 260-0223,"7380 S. Eastern Ave
Las Vegas, NV 89123",https://locations.99only.com/nv/lasvegas/discount-store-421.html,-115.1167462,36.055626,Las Vegas
Las Vegas - Cheyenne,(702) 643-2044,"3258 N. Las Vegas Blvd
Las Vegas, NV 89115",https://locations.99only.com/nv/lasvegas/discount-store-386.html,-115.0930257,36.2162334,Las Vegas
Las Vegas - Blue Diamond,(702) 451-0399,"3835 Blue Diamond Rd
Las Vegas, NV 89139",https://locations.99only.com/nv/lasvegas/discount-store-374.html,-115.1909852,36.0384333,Las Vegas
Las Vegas - Rancho,(702) 456-1132,"3141 N. Rancho Dr
Las Vegas, NV 89130",https://locations.99only.com/nv/lasvegas/discount-store-333.html,-115.2133427,36.216137,Las Vegas
Las Vegas - Ocotillo,(702) 736-9916,"2419 E. Tropicana
Las Vegas, NV 89121",https://locations.99only.com/nv/lasvegas/discount-store-294.html,-115.1182634,36.0987103,Las Vegas
Las Vegas - Beltway,(702) 876-6699,"4920 S. Fort Apache Rd
Las Vegas, NV 89148",https://locations.99only.com/nv/lasvegas/discount-store-211.html,-115.2958896,36.0992136,Las Vegas
Las Vegas - Decatur,(702) 259-9949,"1200 S. Decatur Blvd
Las Vegas, NV 89102",https://locations.99only.com/nv/lasvegas/discount-store-195.html,-115.2072944,36.1573953,Las Vegas
Las Vegas - Lake Mead,(702) 869-3299,"7470 W. Lakemead Blvd
Las Vegas, NV 89128",https://locations.99only.com/nv/lasvegas/discount-store-159.html,-115.2569943,36.1974586,Las Vegas
Las Vegas - Charleston,(702) 382-9946,"1155 E. Charleston Blvd
Las Vegas, NV 89104",https://locations.99only.com/nv/lasvegas/discount-store-143.html,-115.1376854,36.1595051,Las Vegas
